timestamp,test-class,test-method,time,description,result
2021-06-04 02:31:40.611,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,7613,"[1] id=0, version=0, moment=2021/06/04 02:13, author=First Creator, text=Texto con EUR sin enlace con flag true, info=null, infoSheet_rareID=04-06-2021 09, infoSheet_moment=2021/02/15 19:39, infoSheet_money=EUR 300.98, infoSheet_flag=true",Expected value '2021/02/15 19:39' in attribute 5 of record 0, but found '2021/02/16 19:39'
2021-06-04 02:31:47.118,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5960,"[2] id=1, version=0, moment=2021/06/04 01:39, author=Second Creator, text=Texto con USD con enlace con flag false, info=https://ev.us.es/, infoSheet_rareID=04-06-2021 10, infoSheet_moment=2021/02/15 19:39, infoSheet_money=USD 1200.98, infoSheet_flag=false",Expected value 'Second Creator' in attribute 1 of record 1, but found 'First Creator'
